actual_comm	pred_comm	lstm-3-0	lstm-3-1	lstm-3-2	lstm-3-3	transformer-3-0	transformer-3-1	transformer-3-2	transformer-3-3
1	41	0.0039117686	0.0048790155	0.0040131374	0.0056043603	0.008578938	0.0054173097	0.0061504757	0.004790259
1	42	0.020265378	0.024915837	0.024490355	0.025322141	0.019756312	0.01967875	0.018601364	0.025427166
1	43	0.017527113	0.017280973	0.02008628	0.021600874	0.021353075	0.01930488	0.019588532	0.020128451
1	44	0.019751603	0.025053542	0.025207411	0.021597136	0.019716492	0.019566875	0.017213661	0.019179378
1	45	0.04575284	0.036181614	0.041201804	0.030955553	0.04492311	0.04689533	0.032601215	0.03905009
2	0	0.0254507	0.020585606	0.018140562	0.024913963	0.025990054	0.02683534	0.022483626	0.021898007
2	1	0.03375342	0.040558007	0.033199772	0.033766124	0.038818922	0.03904232	0.027342517	0.03110788
2	2	0.36515683	0.3694053	0.37209293	0.35094404	0.28765097	0.3346539	0.3572025	0.3722004
2	3	0.0040057995	0.005005697	0.0044635143	0.007965937	0.0069876295	0.0055645565	0.0055415556	0.006862065
2	4	0.01055462	0.0115083195	0.011425857	0.010655486	0.014624349	0.010611842	0.015159417	0.009977136
2	5	0.003381166	0.0025114086	0.0030382269	0.002841716	0.004119353	0.0035850296	0.0033304906	0.0026142148
2	6	0.010370201	0.010808347	0.010657874	0.013188613	0.010235583	0.011291218	0.0139079355	0.010536491
2	7	0.0082377475	0.008965844	0.010173167	0.00927965	0.009855707	0.009100682	0.0077360542	0.009191767
2	8	0.0041559753	0.0037679991	0.00466969	0.005364182	0.007881475	0.0050162845	0.0050068405	0.0062091895
2	9	0.0038242617	0.0038471885	0.004413573	0.0048200516	0.0048399176	0.0048237997	0.004368124	0.004640489
2	10	0.007979223	0.01034345	0.010526127	0.011894147	0.011102086	0.010129163	0.010464259	0.009535876
2	11	0.0036296449	0.0035857125	0.004537727	0.0036133942	0.0042411396	0.0039267843	0.005222056	0.0044420836
2	12	0.005943102	0.005215869	0.005416867	0.006473752	0.006228346	0.0057073873	0.0049632243	0.0076891957
2	13	0.0053621847	0.0049873106	0.0050676554	0.006957691	0.0071242265	0.006296191	0.0062913955	0.005273574
2	14	0.020616343	0.017833648	0.01764465	0.01779855	0.019787565	0.018056747	0.01633579	0.017638119
2	15	0.0036667073	0.0050036535	0.0050580944	0.0068363454	0.0067220456	0.0063785166	0.0051706755	0.0056228563
2	16	0.0040586176	0.0056382907	0.0049348646	0.0048413435	0.0049017617	0.0045032236	0.0038718388	0.0041311285
2	17	0.0042166524	0.003376173	0.004645627	0.005447615	0.0071501546	0.0045476807	0.004431876	0.004081297
2	18	0.03569602	0.027618425	0.028668819	0.034447726	0.028917663	0.036438376	0.026510715	0.031881142
2	19	0.003647863	0.0039206343	0.0038215958	0.0046853777	0.0060726316	0.0044182152	0.004288175	0.0047979755
2	20	0.006857673	0.006839541	0.0046204245	0.0084921885	0.013056129	0.006088692	0.006404866	0.0073173298
2	21	0.0111728255	0.012746857	0.012247764	0.010572409	0.012331983	0.011573154	0.01101328	0.011848194
2	22	0.1352788	0.1396952	0.14397934	0.11397505	0.111696154	0.10446417	0.12371903	0.12410141
2	23	0.006411725	0.0077699306	0.0078095756	0.008210938	0.010134678	0.0088345995	0.009246431	0.01049786
2	24	0.006486828	0.008429103	0.008638499	0.008259212	0.007925824	0.008422889	0.0067315763	0.0073892744
2	25	0.0031788822	0.003703081	0.0034243665	0.0037514863	0.005620112	0.0036650565	0.0035454712	0.0027729932
2	26	0.013468415	0.01893774	0.017328566	0.017035257	0.016056776	0.017432855	0.016433999	0.015744578
2	27	0.0101767555	0.011823803	0.013058065	0.012317464	0.012896574	0.01329084	0.012217536	0.011251225
2	28	0.028690616	0.025651079	0.028017117	0.03301141	0.05385676	0.04313486	0.041499957	0.029006584
2	29	0.020120442	0.023515066	0.023160363	0.02504685	0.022946347	0.025138864	0.02966615	0.021377511
2	30	0.0033534258	0.0027255525	0.0039390917	0.0047597024	0.0053486507	0.0036563415	0.0027477464	0.0038931663
2	31	0.0058334083	0.005043336	0.0055291476	0.005397372	0.010032896	0.0041495836	0.006554835	0.0060391747
2	32	0.006199786	0.007297335	0.008444466	0.008363935	0.008179491	0.0082750395	0.007120765	0.0064296806
2	33	0.005976493	0.0055148727	0.0052442797	0.0071359207	0.007943691	0.006414822	0.0051256274	0.006274024
2	34	0.005268544	0.004526049	0.004685648	0.0047468194	0.007906265	0.0047504823	0.006230091	0.0045899134
2	35	0.0059578912	0.005613102	0.004083552	0.0052214554	0.009087437	0.006890538	0.0067985747	0.005230218
2	36	0.0035120822	0.0043313554	0.0035041661	0.0055154143	0.006015276	0.0063204966	0.005176313	0.0037968678
2	37	0.032529533	0.025198335	0.022836946	0.030400105	0.025908934	0.033259444	0.029826906	0.024380852
2	38	0.0109584285	0.008618154	0.009579202	0.014889452	0.011668383	0.010974698	0.009606773	0.011515344
2	39	0.033518065	0.02474481	0.024152743	0.02172882	0.028612038	0.033525422	0.032245032	0.033288155
2	40	0.005060194	0.0048849247	0.005305693	0.0051422752	0.009423674	0.006884903	0.008601765	0.0054001925
2	41	0.0030878142	0.0036137593	0.0032336407	0.0039943852	0.008058571	0.0041815755	0.005120323	0.00405078
2	42	0.0079691075	0.010516287	0.010346728	0.012654088	0.010510934	0.009684584	0.008332867	0.009799688
2	43	0.011364439	0.00972222	0.009381458	0.0115469275	0.012756539	0.010719224	0.011685522	0.010840054
2	44	0.0072869975	0.00997053	0.010379952	0.009968222	0.01050782	0.008996263	0.0072566704	0.008335242
2	45	0.04657374	0.044081092	0.044472013	0.041127145	0.04826646	0.048343334	0.037462834	0.044498812
3	0	0.0095505025	0.008684636	0.007876351	0.009058136	0.009090534	0.009308087	0.00946531	0.009655955
3	1	0.009824373	0.009004023	0.009112976	0.00907507	0.009652353	0.009759209	0.008890929	0.010004692
3	2	0.0068396293	0.0067338105	0.005674964	0.008629372	0.0091050025	0.0083697485	0.0073705143	0.008945942
3	3	0.34853452	0.36218816	0.37228936	0.3435918	0.28554627	0.3124448	0.34801263	0.32476547
3	4	0.008592495	0.01001751	0.010466397	0.01204666	0.009484182	0.009623616	0.011179965	0.011142975
3	5	0.00573046	0.005935993	0.006039079	0.007017391	0.008701278	0.010180358	0.0068695433	0.0075432253
3	6	0.017267687	0.018734083	0.016583122	0.016234947	0.020135375	0.019218167	0.022254482	0.019721087
3	7	0.009141288	0.0078114546	0.008315159	0.0098676	0.009343188	0.009115348	0.009248122	0.007827173
3	8	0.00897909	0.008300789	0.009199812	0.009838588	0.011497501	0.009377967	0.009727092	0.010739296
3	9	0.015188178	0.012157511	0.014462424	0.015715001	0.016540397	0.014226538	0.015570587	0.017149137
3	10	0.020582972	0.02330032	0.02220807	0.021438677	0.019391758	0.020702312	0.019207612	0.02381513
3	11	0.022041645	0.023427755	0.023132898	0.015764803	0.019185578	0.017705355	0.020627359	0.019634344
3	12	0.009071117	0.009417997	0.008164869	0.009940791	0.008918593	0.010629607	0.008257213	0.008449274
3	13	0.013134455	0.014168434	0.014725713	0.013989796	0.013122293	0.014455448	0.013955744	0.012668967
3	14	0.013574772	0.012448557	0.012155463	0.011865221	0.012487818	0.012341502	0.011082568	0.013218418
3	15	0.067193486	0.06289808	0.054381255	0.05306282	0.06769066	0.07347182	0.0640879	0.06346161
3	16	0.025563609	0.024302354	0.023047848	0.024792586	0.026839856	0.026830718	0.021205466	0.025096254
3	17	0.040247656	0.040719748	0.04231438	0.04440654	0.055195242	0.04439266	0.04377522	0.044719335
3	18	0.009432683	0.0096125165	0.00963736	0.009886609	0.009495774	0.010554414	0.0098948125	0.010990164
3	19	0.006935968	0.007081514	0.010018662	0.008108557	0.012258702	0.006559045	0.009679625	0.0072045745
3	20	0.0105494	0.010723518	0.009971035	0.012601793	0.016816333	0.011567167	0.01091255	0.009431545
3	21	0.016050482	0.015138845	0.014099367	0.015364792	0.015162083	0.014891113	0.014042516	0.014347433
3	22	0.009178508	0.010016697	0.008224657	0.012687761	0.01189717	0.011847446	0.00945447	0.010046906
3	23	0.010124749	0.010738865	0.012358184	0.014588234	0.012298285	0.012201397	0.012670539	0.012465056
3	24	0.018608747	0.02013159	0.019532856	0.020024074	0.019196674	0.019815458	0.019709129	0.020414036
3	25	0.0096048815	0.009880816	0.01061138	0.0103446795	0.014595183	0.008718167	0.010243416	0.0102531435
3	26	0.0128403315	0.01206274	0.0122112995	0.013552705	0.0122798905	0.014433887	0.01205089	0.0132584935
3	27	0.013571725	0.012651185	0.011721521	0.015243803	0.012757127	0.013940767	0.0120839905	0.014323761
3	28	0.0055965963	0.005693296	0.005007922	0.006149324	0.008368501	0.008056477	0.0076346067	0.0065329415
3	29	0.015246762	0.016609501	0.019688224	0.01571105	0.018170485	0.016355196	0.015723307	0.01798648
3	30	0.011354145	0.008974955	0.009968104	0.012069782	0.010880996	0.009627371	0.0090338765	0.011362997
3	31	0.0064872312	0.007164047	0.0084325755	0.0070027993	0.010540818	0.006787716	0.007353315	0.008603507
3	32	0.017241573	0.018830085	0.015993467	0.013652006	0.015599521	0.017453713	0.0152673125	0.015126086
3	33	0.007845888	0.0067860787	0.008637462	0.008529922	0.0087097995	0.008456728	0.008244333	0.009112496
3	34	0.011779304	0.011623477	0.011468371	0.011798428	0.011958796	0.012093821	0.011449592	0.011980731
3	35	0.0058335415	0.0063166204	0.005926775	0.0061727483	0.009757665	0.0073171766	0.007681006	0.0070306747
3	36	0.03469713	0.03004079	0.032130964	0.033622842	0.040581346	0.03864262	0.031546034	0.033280253
3	37	0.0076900832	0.007278034	0.0062306137	0.00822827	0.008221035	0.008772105	0.007894697	0.0074289427
3	38	0.013507089	0.0129713705	0.012954362	0.012536612	0.015540135	0.015470566	0.012743003	0.012667361
3	39	0.0102621205	0.010121885	0.008275984	0.008256018	0.008371333	0.008966721	0.008435086	0.010091645
3	40	0.015689595	0.014480032	0.013506269	0.014973262	0.016811686	0.015366452	0.018344648	0.014464804
3	41	0.0055906456	0.005368833	0.0055293017	0.008080931	0.008038467	0.0075067175	0.006999212	0.0075730607
3	42	0.017611811	0.017086502	0.01686056	0.01901967	0.0155968	0.017476775	0.016570428	0.019534754
3	43	0.019737996	0.01779755	0.017286036	0.017182894	0.019115174	0.017747702	0.018134205	0.018809607
3	44	0.018252045	0.018203607	0.016719583	0.02025781	0.016595064	0.019336702	0.018768754	0.019775348
3	45	0.007621044	0.0063638603	0.006846968	0.008016841	0.00845729	0.0078833345	0.006646409	0.0073449295
4	0	0.026831375	0.023396764	0.020076077	0.023639077	0.024197988	0.030504026	0.020339977	0.0269843
4	1	0.017238557	0.017146794	0.014856695	0.014238668	0.016696984	0.016827988	0.012743285	0.013923209
4	2	0.009369623	0.008444177	0.008175175	0.008000236	0.01157088	0.012465569	0.009298456	0.010176986
4	3	0.008083534	0.0075657624	0.006997181	0.010952225	0.00947164	0.008898085	0.0098357955	0.008881016
4	4	0.3931879	0.42101198	0.4397192	0.40561798	0.34280753	0.3790725	0.43957344	0.4208725
4	5	0.00438541	0.004360031	0.0037281108	0.0040235575	0.006940908	0.0062606926	0.0053868326	0.0042823153
4	6	0.014363483	0.015142657	0.01293861	0.014160959	0.015231539	0.015925879	0.015938181	0.013342345
4	7	0.008674457	0.011068882	0.010244959	0.013682556	0.011314513	0.011965939	0.011084667	0.011032059
4	8	0.0074743642	0.0066187074	0.0059535885	0.0075054257	0.008123232	0.0073096436	0.0073858052	0.0077135186
4	9	0.010484863	0.009762846	0.010424967	0.010689272	0.013979411	0.011783917	0.009085458	0.011079197
4	10	0.017627066	0.01777405	0.01894571	0.018562466	0.0184562	0.015944704	0.018292237	0.0185529
4	11	0.012512728	0.01411316	0.0134835625	0.013575618	0.016282765	0.0133060785	0.014137905	0.0140008945
4	12	0.006330808	0.0074126706	0.007416754	0.0071328506	0.008866268	0.0074736066	0.0069332854	0.0061939373
4	13	0.012591176	0.01081598	0.011380264	0.013119165	0.010237902	0.010954806	0.010783685	0.010799324
4	14	0.026409905	0.021715544	0.021036277	0.019509422	0.023242641	0.021794701	0.01724976	0.021292306
4	15	0.0067782584	0.008388584	0.009035104	0.006795692	0.009365278	0.0073941024	0.006674965	0.0055190586
4	16	0.009477971	0.010069764	0.010819377	0.016150644	0.013211417	0.011248399	0.009097322	0.010726239
4	17	0.010636437	0.0096000815	0.009957974	0.009698309	0.012832852	0.0110472245	0.0097898925	0.008691484
4	18	0.020774692	0.017624285	0.014380365	0.016779682	0.015954038	0.017747292	0.014121333	0.016886506
4	19	0.0058795842	0.0061147474	0.00576217	0.008018766	0.008028832	0.0064387238	0.006954953	0.0077315294
4	20	0.008479949	0.008932392	0.008024519	0.009462709	0.012295076	0.009193477	0.009298426	0.0074421274
4	21	0.03212888	0.02757729	0.026329739	0.02095436	0.026255991	0.022431849	0.017301256	0.021532474
4	22	0.012602358	0.011849142	0.011188144	0.01119077	0.013062127	0.014873796	0.011047378	0.010482893
4	23	0.010670134	0.009899456	0.010794509	0.012245288	0.013229795	0.011362556	0.0119599765	0.011418984
4	24	0.018789407	0.018071901	0.016059395	0.021458006	0.017992418	0.01575476	0.01686605	0.01893578
4	25	0.0053742956	0.0067878384	0.006144855	0.0076581375	0.007954019	0.0061137695	0.0072667077	0.0055923876
4	26	0.015133562	0.014581316	0.017578008	0.017728351	0.015517703	0.018163001	0.01583634	0.014513478
4	27	0.028125605	0.022362573	0.023970898	0.021276573	0.02329812	0.02216019	0.022210652	0.023980211
4	28	0.0062240195	0.005611689	0.0054033888	0.006571378	0.009391577	0.008470301	0.005951002	0.0049014147
4	29	0.017154928	0.016927611	0.018694123	0.0140101	0.01869366	0.017314278	0.0167103	0.013617201
4	30	0.006705193	0.0054428554	0.006902016	0.007741888	0.007899749	0.006029105	0.0045105135	0.006142538
4	31	0.0069419104	0.008864148	0.007133503	0.0077221063	0.009607513	0.006195526	0.007982739	0.008961438
4	32	0.01435911	0.020650858	0.015920263	0.01572745	0.01645429	0.015753627	0.015717668	0.014448259
4	33	0.0073989616	0.0060280003	0.0075631524	0.007741931	0.009647074	0.008882156	0.0077129006	0.008985952
4	34	0.010392372	0.0095968	0.008964215	0.009441827	0.012907035	0.009533541	0.0099623045	0.0102678845
4	35	0.008973355	0.0065936544	0.0057616187	0.007552822	0.011068887	0.009834817	0.008418127	0.008909881
4	36	0.007054316	0.008884858	0.0072499476	0.0071676415	0.009828499	0.009432343	0.006714334	0.0062525608
4	37	0.018919349	0.015428573	0.01446708	0.017470362	0.015527378	0.020563046	0.01767696	0.015543868
4	38	0.007467634	0.007960384	0.009664955	0.008629144	0.008239919	0.0077795126	0.0076562203	0.009054315
4	39	0.032412454	0.028010901	0.025420116	0.024928698	0.036648795	0.037545294	0.03794136	0.03649351
4	40	0.01801604	0.019638536	0.018620037	0.023965666	0.021900656	0.025043238	0.020398129	0.019621473
4	41	0.005778451	0.0058916593	0.005371614	0.008051425	0.010541198	0.006285314	0.0069418466	0.0067358706
4	42	0.021493325	0.022159647	0.020891638	0.023046153	0.021348173	0.02027916	0.017445758	0.022756035
4	43	0.016189637	0.014268538	0.016094185	0.015070404	0.017697394	0.015388075	0.015967647	0.015925996
4	44	0.01943781	0.01914722	0.019378144	0.020729115	0.020083966	0.01761303	0.015866324	0.018280428
4	45	0.014664753	0.010684706	0.011077827	0.010605123	0.016096177	0.013640376	0.00993186	0.010521398
5	0	0.003929391	0.0038162235	0.0035137453	0.004449302	0.004832371	0.004653042	0.004674114	0.0046822233
5	1	0.004716004	0.004790803	0.0040177815	0.004722685	0.0048360126	0.005404766	0.004647482	0.004654373
5	2	0.003009579	0.0025891012	0.002300752	0.0026363009	0.0032624998	0.0031923868	0.003039954	0.0024595836
5	3	0.006219735	0.0064953286	0.006814008	0.0065095923	0.007599592	0.0062033874	0.006578883	0.0059267767
5	4	0.00347319	0.0042098803	0.003912149	0.0032297948	0.005249436	0.0038713512	0.0051583857	0.0039048379
5	5	0.7415892	0.7435906	0.7419562	0.7283772	0.7058457	0.72858995	0.72670406	0.7333078
5	6	0.006175665	0.0057514547	0.006460296	0.0058300374	0.0071464363	0.0061298707	0.007293883	0.0057880674
5	7	0.009429394	0.0069641415	0.0079301195	0.008914426	0.008060195	0.009974961	0.007238756	0.008613109
5	8	0.011083989	0.0068610157	0.010169329	0.0070161726	0.010567262	0.0077271922	0.0093153855	0.008153033
5	9	0.008806841	0.006680625	0.0070041115	0.008400156	0.009666179	0.0069271787	0.0077586025	0.007845887
5	10	0.0066975052	0.0071032024	0.0069781994	0.007264437	0.006240279	0.0068182964	0.006244473	0.007243542
5	11	0.0067838365	0.007384869	0.007531733	0.007911752	0.008133365	0.0065168925	0.008748058	0.0073665897
5	12	0.007877115	0.006754151	0.0068359002	0.0065701804	0.0078002214	0.0068046483	0.004758701	0.007073485
5	13	0.0077166404	0.0071285716	0.007046861	0.0072985585	0.0059798337	0.006665632	0.006565501	0.008136337
5	14	0.006055332	0.006006047	0.005196621	0.0057856804	0.005507169	0.0056474456	0.005612133	0.006040985
5	15	0.005522331	0.0060433317	0.006980861	0.007079466	0.008085848	0.0077901985	0.0061868452	0.006623376
5	16	0.0051071993	0.0055446676	0.0056106383	0.0066387416	0.0061915047	0.0054946346	0.0056348317	0.0055619674
5	17	0.008170018	0.008594708	0.007526646	0.009332485	0.012406828	0.010189847	0.008793818	0.008518737
5	18	0.003987424	0.004034073	0.0038105547	0.004127835	0.003927402	0.0041538924	0.0041613327	0.0035028087
5	19	0.0077378755	0.008969794	0.008155737	0.009471141	0.01037262	0.006909784	0.008911256	0.009168235
5	20	0.0053740065	0.006143922	0.008433583	0.0073562227	0.008177172	0.0066324947	0.006775754	0.004308147
5	21	0.004084095	0.005104692	0.0042031594	0.0042223176	0.0045703226	0.00530466	0.0041907784	0.004527399
5	22	0.0039076568	0.0037842987	0.0036602267	0.0049989014	0.003760692	0.0044407523	0.003525576	0.0035320409
5	23	0.003487309	0.0053283162	0.0039003736	0.0051932232	0.0049534603	0.006309545	0.004878505	0.0050956593
5	24	0.006082669	0.0067653004	0.0070493603	0.0059723607	0.0057398845	0.005908524	0.0059862933	0.0058352444
5	25	0.0074244346	0.0066196	0.008258448	0.008912538	0.0101579325	0.006486059	0.007363171	0.0069390545
