lstm-3-0_ig	lstm-3-1_ig	lstm-3-2_ig	lstm-3-3_ig	transformer-3-0_ig	transformer-3-1_ig	transformer-3-2_ig	transformer-3-3_ig
0.9422477766645425	0.9397356338467433	0.9570942766962399	0.9548717246698674	0.9483815548319103	1.0276896607994839	1.021616142794998	0.9360526829294802
0.9706267468201887	0.9861082235661139	0.9909360907277173	0.9911101915871456	0.9695984878920871	1.055708331614191	1.1096393618144214	0.9753988984117521
0.9117108523452834	0.9477872225588121	0.9610435923117656	0.9635364043027249	0.9743268536939776	1.0478404616190171	1.0833038816867824	0.9633829418026582
0.8938929483014102	0.8946573805370381	0.9159489753828375	0.937240278034559	0.942393691173643	0.9917337088777243	0.996080931102991	0.9179251857560649
0.6936536572355345	0.7061101614517964	0.7445596315821715	0.8345328131650835	0.776280274927156	0.8288856286284322	0.8494926014028695	0.8237014663818989
0.9423412994567842	1.0178441014018371	1.0061438218359358	0.9699626498204249	0.9920761761861763	1.100295697363711	1.135910517809669	1.0078091767276063
0.981065629939813	1.0341629008754845	1.0456989355257464	1.0258275363486575	1.008985357357835	1.1353580355074018	1.1729401868236005	1.0325855601423002
1.035277076043535	1.0362559348581466	1.0457221773388066	1.0233625176142451	0.9977485564808934	1.1519657051648609	1.1710863539209146	1.015899049487004
0.9977963660448603	1.0443273866565033	1.0393325963167699	1.0183133681766836	1.003793110270449	1.1094598443969041	1.132625711659763	1.0084496270544312
0.9903550930190673	1.0145599723585552	1.0097604350833433	0.995729591894548	0.9936303541099882	1.0955688547154256	1.1260238113101584	0.991523964732188
0.9589721546174448	1.0220172435555264	1.0072314212250641	0.9867379674731799	0.9928929246833236	1.0928581088800158	1.1377397411081407	1.0104918932900413
0.9744425354070314	1.0111996319943644	0.9935568489697598	0.9841365404027833	0.9791205368943046	1.100909725384388	1.1113376542998652	0.9855154844120405
0.9613753275518162	0.9738976523737461	0.9775308194786879	0.9674831159400709	0.980781987570417	1.0585260336275193	1.0780234663159904	0.9709757011108352
0.9021435527510104	0.9521841413197043	0.932389626003397	0.9401063567786675	0.9536285980934683	1.0287718473164211	1.0138159487289917	0.9317437056458291
0.8344695090495481	0.875384387304384	0.884583553356039	0.9252020771328319	0.9076094516109696	0.9492501521387772	0.9185571950638655	0.8772567509991189
0.8835395565827575	0.9233143304670666	0.9213013214263996	0.9354990786449012	0.9274710252635919	1.0059233237279297	1.026687273853962	0.9321150693602267
1.0150087563271888	0.9973258977890636	0.9941063402377354	0.9790883825070364	0.9967245598586484	1.0960506997140536	1.1387399271286618	0.9939487825880357
0.8978131686542878	0.9584167166553789	0.9414321815402422	0.9370305317118127	0.9572427261308161	1.0238149120034858	1.0690615647845165	0.9813725712787773
0.6463691255776877	0.977523947975573	0.9707930766195169	0.968160437813525	0.9969862158464039	1.0936057406445128	1.1102765260859406	0.9812075910326651
1.014986090284866	1.0406625178095872	1.0382026947350558	1.0119480909914067	0.9994495189742908	1.1113452997167563	1.156535856176142	1.0149532889437185
1.004498003061284	1.0190932902873964	1.0211335447159227	1.008250712966421	0.9890268236304058	1.0991684901840606	1.1136727786577976	1.015778126471025
0.94074757282114	1.0192489220959122	1.01088201698143	0.9901124086433882	0.989505644425729	1.1043352381223106	1.1165928562863847	1.0015355197555729
0.9933649527051737	1.0416555647636283	1.0398588975638527	1.0159219767849166	1.009879516346488	1.1108336040901363	1.1516241899017916	1.0248670334933832
0.9888823664955558	1.024452810179725	1.0167360085281385	1.0058131555643752	1.0081834144875375	1.1077333678789354	1.1240890139405173	1.0076132196966823
0.996035681313309	1.0393385997546147	1.017561629863125	0.9999724546888423	1.0098942202833412	1.1055760524974771	1.1239315702445853	1.011894188020907
0.9485254132184393	0.9990801528760151	0.9902714633976467	0.9624557847161925	0.9849839885870806	1.0724835726586792	1.102096283340872	0.9935058875130433
0.960662680904222	0.9910777355533228	0.9836377926903014	0.9862139599287588	0.9684208565085983	1.0888742361591228	1.0812178320036399	0.9690800617517294
0.9058651052946709	0.9746834650708962	0.9612671013339088	0.9674297718731922	0.95839697968097	1.0609570816208995	1.0561467902371109	0.9612991432146357
0.9130875766686675	0.9266088123296188	0.93834518318395	0.9560019037519785	0.9603917100249867	1.0007892276257653	1.0424184430738608	0.9603502593624669
0.9148835635972578	0.9399600617709417	0.9154790023055754	0.9529470395745777	0.9208108245760563	0.9909765631855212	0.9869828501090503	0.9326141614747204
0.9711225222032557	1.0106254939705628	1.0027278222124674	0.9821417243198338	0.9751411121234156	1.0705109328925406	1.0957913457701722	0.9910075159747387
0.9838699472924628	0.9998552852686732	0.9928918484768746	0.9832931455058309	0.961139914841281	1.037558938057929	1.0466469531175568	0.9600370932850273
1.0139959378972536	1.0344592994111919	1.0422000638632856	1.016522180437101	1.0025014713501483	1.0688181879517127	1.1027749548318058	1.0037484086149213
1.0400869712073983	1.0390762644869533	1.0330431852604929	1.0144869713895512	1.0048447035361143	1.1171005059866523	1.1320804946190988	1.0179442686174107
1.023759800601199	1.0269355907126665	1.0241051858323944	0.9956745534306873	0.9920859030911905	1.1203292026751064	1.1223941356491578	0.9987125704795825
1.0453430454933865	1.0230182416930271	1.0365434042200758	1.0123215215117611	1.0159426423877804	1.0994178180876655	1.1376963045331745	1.02803283885992
1.0245587828153422	1.0435735909023598	1.0399351621850594	0.9965233378551265	0.999939103669481	1.0986491173534831	1.1495499412487182	1.0137892672163915
0.892998150288678	0.9226117055214127	0.9052334181723933	0.941073430548546	0.9353270520022998	0.9664483715779429	0.9759336450261137	0.886740355641471
1.019172213773598	1.0183808203144031	1.0045121547093954	1.0037198913435363	1.0007578912363018	1.0977345167171753	1.1178158903997493	1.0089051069071655
1.0129968080211507	1.0095229723628358	1.0135090287077795	0.9999866828613103	0.9772673919951298	1.076933702401944	1.129400321435728	0.995921069123664
0.9350893614681943	0.9392587788891896	0.9700016743188632	0.9671537006701779	0.9556354034955813	1.0169720486010931	0.9992372105941515	0.9490629910792248
0.9273954440128402	0.9033240523122283	0.8965281910468982	0.9217163275748349	0.9196880593205061	1.0017994791758742	1.026892999505548	0.9110105339581823
0.9334416657371046	0.9388939088000563	0.919218241151465	0.9640159753794435	0.9347031760854713	0.9849150566283396	0.9845087043703508	0.9284855251109938
